Fecha,Ejercicio,Mes,Grupo,Tipo,CuentaContable,DescripcionCuenta,ClienteID,ProductoID,Importe
01/01/2023,2023,1,6,Gasto,625000,Primas de seguros,0,0,-11674
01/01/2023,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,620
01/01/2023,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-11640
01/01/2023,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-6854
01/01/2023,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-15286
01/01/2023,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-6112
01/01/2023,2023,1,6,Gasto,628000,Suministros,0,0,-1883
01/01/2023,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-19344
01/01/2023,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-2990
02/01/2023,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-18580
02/01/2023,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-13162
02/01/2023,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-16040
02/01/2023,2023,1,6,Gasto,628000,Suministros,0,0,-9327
02/01/2023,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-15937
02/01/2023,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-12798
03/01/2023,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-23025
03/01/2023,2023,1,6,Gasto,624000,Transportes,0,0,-23921
03/01/2023,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-16907
03/01/2023,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-4124
03/01/2023,2023,1,6,Gasto,624000,Transportes,0,0,-7199
03/01/2023,2023,1,6,Gasto,628000,Suministros,0,0,-18888
03/01/2023,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-10504
04/01/2023,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-23735
04/01/2023,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-1062
04/01/2023,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-14503
04/01/2023,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-8850
04/01/2023,2023,1,6,Gasto,628000,Suministros,0,0,-8852
