Unnamed: 0;Fecha;Ejercicio;Mes;Grupo;Tipo;CuentaContable;DescripcionCuenta;ClienteID;ProductoID;Importe
0;01/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-12007
1;01/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;613
2;01/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-11246
3;01/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-7027
4;01/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-15960
5;01/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-5906
6;01/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-1848
7;01/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-19768
8;01/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-3128
9;02/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-18839
10;02/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-13023
11;02/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-16658
12;02/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-9778
13;02/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-15337
14;02/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-12863
15;03/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-22280
16;03/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-24735
17;03/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-16806
18;03/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-4146
19;03/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-7164
20;03/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-18693
21;03/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-10684
22;04/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-23413
23;04/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-1065
24;04/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-13939
25;04/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-9156
26;04/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-8955
27;05/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-4878
28;05/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-15309
29;05/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-20079
30;05/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-16992
31;05/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-21657
32;05/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-7418
33;05/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-14611
34;05/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-4274
35;05/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-23494
36;05/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-24639
37;06/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-11752
38;06/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-24091
39;06/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-26908
40;06/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;2902
41;06/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-16624
42;06/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-26148
43;06/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-18248
44;06/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-18328
45;06/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-8663
46;06/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-2831
47;06/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-13026
48;06/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-24768
49;06/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-25766
50;07/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-23310
51;07/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-13748
52;07/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-23759
53;07/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-2404
54;07/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-12051
55;07/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-26405
56;07/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;1943
57;08/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-26608
58;08/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;2130
59;08/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-3542
60;08/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-1218
61;08/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-22646
62;08/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-16446
63;09/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-20118
64;09/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-5370
65;09/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-5878
66;09/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-25419
67;09/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-19994
68;09/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-742
69;09/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-13115
70;09/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-21665
71;09/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-7911
72;09/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-24974
73;10/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-3008
74;10/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-9002
75;10/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-12112
76;10/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-19308
77;10/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-26870
78;10/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-20062
79;10/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-17133
80;10/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-6446
81;10/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-2337
82;10/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-15621
83;10/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-8868
84;11/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-10479
85;11/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-3096
86;11/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-8716
87;11/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-25126
88;11/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-8963
89;11/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-8460
90;11/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-2371
91;11/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;1489
92;11/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-20462
93;12/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-24232
94;12/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-23028
95;12/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-10669
96;12/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-5284
97;12/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-22143
98;12/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-16319
99;12/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-11656
100;12/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-15879
101;12/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-9518
102;12/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-16378
103;13/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-19383
104;13/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-11987
105;13/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-14124
106;13/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-6808
107;13/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-5566
108;13/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-860
109;13/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-26240
110;13/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-4108
111;14/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-18769
112;14/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-11011
113;14/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-16709
114;14/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-9231
115;14/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-5087
116;14/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-15842
117;14/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-14930
118;14/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;1959
119;15/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-3853
120;15/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-19215
121;15/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-12620
122;15/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-1106
123;15/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-12747
124;15/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-25996
125;15/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-15371
126;15/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-22760
127;15/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-6909
128;15/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-26726
129;16/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-921
130;16/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-14066
131;16/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-23263
132;16/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-22522
133;16/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-23373
134;16/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;1729
135;16/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-24643
136;16/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-2233
137;16/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-18392
138;16/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-6561
139;17/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-4604
140;17/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-9809
141;17/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-20230
142;17/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-15143
